DateTime,StatusType,Timestamp,TimeDelta,PacketLength,SourceIP,DestinationIP,SourcePort,DestinationPort,Payload
2021-08-25 17:14:41.933231+01:00,THROTTLE,0.630088,0.006102,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.933232+01:00,BRAKE,0.630089,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.937135+01:00,SPEED,0.633992,0.003903,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.943218+01:00,THROTTLE,0.640075,0.006083,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.943220+01:00,BRAKE,0.640077,2e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.943423+01:00,CRUISE,0.64028,0.000203,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.947120+01:00,SPEED,0.643977,0.003697,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.953393+01:00,THROTTLE,0.65025,0.006273,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.953394+01:00,BRAKE,0.650251,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.957252+01:00,SPEED,0.654109,0.003858,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.963398+01:00,THROTTLE,0.660255,0.006146,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.963400+01:00,BRAKE,0.660257,2e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.967224+01:00,SPEED,0.664081,0.003824,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.973426+01:00,THROTTLE,0.670283,0.006202,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.973427+01:00,BRAKE,0.670284,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.977227+01:00,SPEED,0.674084,0.0038,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.983386+01:00,THROTTLE,0.680243,0.006159,122,172.16.0.100,172.16.0.101,28191,28191,0
